starttime	seconds	ctime	dtime	ttime	wait
Sat Sep 24 23:29:08 2022	1664051348	0	966	966	965
Sat Sep 24 23:29:08 2022	1664051348	0	966	966	956
Sat Sep 24 23:29:08 2022	1664051348	0	966	967	966
Sat Sep 24 23:29:07 2022	1664051347	0	967	967	960
Sat Sep 24 23:29:12 2022	1664051352	0	967	967	966
Sat Sep 24 23:29:03 2022	1664051343	0	967	968	958
Sat Sep 24 23:29:12 2022	1664051352	0	968	968	966
Sat Sep 24 23:28:59 2022	1664051339	0	968	968	967
Sat Sep 24 23:29:11 2022	1664051351	0	968	968	966
Sat Sep 24 23:29:08 2022	1664051348	0	968	968	961
Sat Sep 24 23:29:04 2022	1664051344	0	968	968	967
Sat Sep 24 23:29:12 2022	1664051352	0	969	969	965
Sat Sep 24 23:29:03 2022	1664051343	0	969	969	966
Sat Sep 24 23:29:13 2022	1664051353	0	969	969	960
Sat Sep 24 23:29:01 2022	1664051341	0	970	970	969
Sat Sep 24 23:29:11 2022	1664051351	0	971	971	970
Sat Sep 24 23:29:05 2022	1664051345	0	971	971	970
Sat Sep 24 23:29:01 2022	1664051341	0	971	971	960
Sat Sep 24 23:29:10 2022	1664051350	0	971	971	971
Sat Sep 24 23:29:12 2022	1664051352	0	972	972	968
Sat Sep 24 23:29:08 2022	1664051348	0	973	973	931
Sat Sep 24 23:29:02 2022	1664051342	0	973	973	972
Sat Sep 24 23:28:59 2022	1664051339	0	973	973	973
Sat Sep 24 23:28:59 2022	1664051339	0	974	974	973
Sat Sep 24 23:29:01 2022	1664051341	0	974	974	974
Sat Sep 24 23:29:05 2022	1664051345	0	974	974	974
Sat Sep 24 23:29:07 2022	1664051347	0	974	975	974
Sat Sep 24 23:29:10 2022	1664051350	0	975	975	974
Sat Sep 24 23:29:12 2022	1664051352	0	975	975	974
Sat Sep 24 23:28:59 2022	1664051339	0	975	975	974
Sat Sep 24 23:29:03 2022	1664051343	0	975	975	973
Sat Sep 24 23:28:59 2022	1664051339	0	975	975	975
Sat Sep 24 23:29:05 2022	1664051345	0	975	975	973
Sat Sep 24 23:29:00 2022	1664051340	0	976	976	970
Sat Sep 24 23:29:12 2022	1664051352	0	976	976	976
Sat Sep 24 23:29:10 2022	1664051350	0	976	976	975
Sat Sep 24 23:28:59 2022	1664051339	0	977	977	976
Sat Sep 24 23:29:12 2022	1664051352	0	976	977	976
Sat Sep 24 23:29:09 2022	1664051349	0	977	977	976
Sat Sep 24 23:29:08 2022	1664051348	0	977	977	977
Sat Sep 24 23:29:11 2022	1664051351	0	977	978	974
Sat Sep 24 23:29:08 2022	1664051348	0	978	978	974
Sat Sep 24 23:29:08 2022	1664051348	0	978	978	978
Sat Sep 24 23:29:10 2022	1664051350	0	978	978	977
Sat Sep 24 23:28:59 2022	1664051339	0	978	978	977
Sat Sep 24 23:29:12 2022	1664051352	0	980	981	979
Sat Sep 24 23:29:08 2022	1664051348	0	981	981	975
Sat Sep 24 23:29:13 2022	1664051353	0	981	981	972
Sat Sep 24 23:29:03 2022	1664051343	0	982	982	980
Sat Sep 24 23:29:08 2022	1664051348	0	983	983	982
Sat Sep 24 23:29:03 2022	1664051343	0	984	984	983
Sat Sep 24 23:29:06 2022	1664051346	0	984	984	983
Sat Sep 24 23:29:10 2022	1664051350	0	984	984	983
Sat Sep 24 23:29:08 2022	1664051348	0	984	984	983
Sat Sep 24 23:29:11 2022	1664051351	0	984	984	983
Sat Sep 24 23:29:12 2022	1664051352	1	984	984	983
Sat Sep 24 23:29:12 2022	1664051352	0	985	985	984
Sat Sep 24 23:29:08 2022	1664051348	0	985	985	984
Sat Sep 24 23:29:12 2022	1664051352	0	986	986	985
Sat Sep 24 23:29:12 2022	1664051352	0	986	986	985
Sat Sep 24 23:29:01 2022	1664051341	0	986	986	985
Sat Sep 24 23:29:06 2022	1664051346	0	986	986	985
Sat Sep 24 23:29:03 2022	1664051343	0	986	986	986
Sat Sep 24 23:29:09 2022	1664051349	0	986	986	985
Sat Sep 24 23:29:10 2022	1664051350	0	986	987	985
Sat Sep 24 23:29:09 2022	1664051349	0	987	987	984
Sat Sep 24 23:29:03 2022	1664051343	0	988	988	987
Sat Sep 24 23:29:05 2022	1664051345	0	989	989	988
Sat Sep 24 23:29:12 2022	1664051352	0	989	989	986
Sat Sep 24 23:29:10 2022	1664051350	0	990	990	989
Sat Sep 24 23:29:07 2022	1664051347	0	990	990	990
Sat Sep 24 23:29:03 2022	1664051343	0	991	991	990
Sat Sep 24 23:29:07 2022	1664051347	0	991	991	990
Sat Sep 24 23:29:08 2022	1664051348	0	992	992	991
Sat Sep 24 23:29:08 2022	1664051348	0	992	992	906
Sat Sep 24 23:29:12 2022	1664051352	0	994	994	991
Sat Sep 24 23:29:10 2022	1664051350	0	994	994	993
Sat Sep 24 23:29:00 2022	1664051340	0	994	994	983
Sat Sep 24 23:29:00 2022	1664051340	0	994	994	992
Sat Sep 24 23:29:12 2022	1664051352	0	994	995	994
Sat Sep 24 23:28:59 2022	1664051339	0	995	995	994
Sat Sep 24 23:29:08 2022	1664051348	0	996	996	993
Sat Sep 24 23:29:13 2022	1664051353	0	996	996	994
Sat Sep 24 23:28:59 2022	1664051339	0	997	997	996
Sat Sep 24 23:29:12 2022	1664051352	0	997	997	996
Sat Sep 24 23:29:09 2022	1664051349	0	997	997	992
Sat Sep 24 23:29:05 2022	1664051345	0	998	998	997
Sat Sep 24 23:29:12 2022	1664051352	10	989	998	987
Sat Sep 24 23:29:10 2022	1664051350	0	999	999	966
Sat Sep 24 23:29:05 2022	1664051345	0	999	999	998
Sat Sep 24 23:28:59 2022	1664051339	0	999	1000	999
Sat Sep 24 23:29:13 2022	1664051353	0	1000	1000	999
Sat Sep 24 23:29:13 2022	1664051353	0	1000	1000	999
Sat Sep 24 23:28:59 2022	1664051339	0	1000	1000	999
Sat Sep 24 23:29:08 2022	1664051348	0	1000	1000	999
Sat Sep 24 23:28:59 2022	1664051339	0	1001	1001	998
Sat Sep 24 23:29:10 2022	1664051350	1	1000	1001	1000
Sat Sep 24 23:29:13 2022	1664051353	0	1001	1001	1001
Sat Sep 24 23:29:01 2022	1664051341	0	1003	1003	1002
Sat Sep 24 23:29:05 2022	1664051345	0	1003	1003	999
Sat Sep 24 23:29:10 2022	1664051350	0	1004	1004	1003
Sat Sep 24 23:29:04 2022	1664051344	0	1004	1005	1001
Sat Sep 24 23:29:04 2022	1664051344	0	1005	1005	1003
Sat Sep 24 23:28:58 2022	1664051338	0	1006	1006	970
Sat Sep 24 23:29:08 2022	1664051348	0	1006	1006	1003
Sat Sep 24 23:29:05 2022	1664051345	0	1006	1006	996
Sat Sep 24 23:29:11 2022	1664051351	0	1006	1006	1001
Sat Sep 24 23:29:05 2022	1664051345	0	1006	1006	1005
Sat Sep 24 23:28:59 2022	1664051339	0	1007	1007	1005
Sat Sep 24 23:29:10 2022	1664051350	0	1007	1007	1003
Sat Sep 24 23:29:11 2022	1664051351	0	1007	1007	1005
Sat Sep 24 23:29:12 2022	1664051352	0	1008	1008	1007
Sat Sep 24 23:29:05 2022	1664051345	0	1008	1008	1007
Sat Sep 24 23:29:08 2022	1664051348	0	1008	1008	1001
Sat Sep 24 23:29:11 2022	1664051351	0	1008	1008	1008
Sat Sep 24 23:29:12 2022	1664051352	0	1009	1009	1008
Sat Sep 24 23:29:11 2022	1664051351	0	1009	1009	1005
Sat Sep 24 23:29:08 2022	1664051348	0	1009	1009	1009
Sat Sep 24 23:28:59 2022	1664051339	0	1010	1010	1009
Sat Sep 24 23:29:01 2022	1664051341	0	1010	1010	1003
Sat Sep 24 23:29:05 2022	1664051345	0	1010	1010	1009
Sat Sep 24 23:29:08 2022	1664051348	0	1010	1010	1009
Sat Sep 24 23:28:59 2022	1664051339	0	1011	1011	1010
Sat Sep 24 23:29:03 2022	1664051343	0	1011	1011	996
Sat Sep 24 23:29:05 2022	1664051345	0	1013	1013	1013
Sat Sep 24 23:29:05 2022	1664051345	0	1014	1014	998
Sat Sep 24 23:28:58 2022	1664051338	0	1015	1015	1014
Sat Sep 24 23:29:03 2022	1664051343	0	1015	1015	1012
Sat Sep 24 23:29:01 2022	1664051341	0	1015	1015	1013
Sat Sep 24 23:29:12 2022	1664051352	0	1015	1015	1015
Sat Sep 24 23:29:10 2022	1664051350	0	1016	1016	1015
Sat Sep 24 23:29:13 2022	1664051353	0	1016	1016	1015
Sat Sep 24 23:29:11 2022	1664051351	0	1017	1017	1016
Sat Sep 24 23:29:13 2022	1664051353	0	1017	1017	1016
Sat Sep 24 23:28:58 2022	1664051338	0	1018	1018	1014
Sat Sep 24 23:29:12 2022	1664051352	0	1018	1018	1017
Sat Sep 24 23:29:12 2022	1664051352	0	1018	1018	1017
Sat Sep 24 23:29:09 2022	1664051349	0	1018	1018	1006
Sat Sep 24 23:29:10 2022	1664051350	0	1019	1019	1018
Sat Sep 24 23:29:08 2022	1664051348	0	1019	1019	1018
Sat Sep 24 23:28:59 2022	1664051339	0	1020	1021	1020
Sat Sep 24 23:29:10 2022	1664051350	0	1021	1021	1020
Sat Sep 24 23:29:04 2022	1664051344	0	1021	1021	1020
Sat Sep 24 23:29:08 2022	1664051348	0	1021	1021	1020
Sat Sep 24 23:29:11 2022	1664051351	0	1021	1021	1017
Sat Sep 24 23:29:04 2022	1664051344	0	1021	1021	996
Sat Sep 24 23:28:59 2022	1664051339	0	1022	1022	1010
Sat Sep 24 23:29:04 2022	1664051344	0	1023	1024	1018
Sat Sep 24 23:29:13 2022	1664051353	0	1024	1024	1021
Sat Sep 24 23:29:09 2022	1664051349	0	1025	1025	1009
Sat Sep 24 23:29:08 2022	1664051348	0	1025	1025	1024
Sat Sep 24 23:29:01 2022	1664051341	0	1025	1025	1020
Sat Sep 24 23:29:07 2022	1664051347	0	1026	1026	1026
Sat Sep 24 23:28:59 2022	1664051339	0	1027	1027	1025
Sat Sep 24 23:29:08 2022	1664051348	0	1027	1027	1026
Sat Sep 24 23:29:12 2022	1664051352	0	1027	1027	1026
Sat Sep 24 23:29:11 2022	1664051351	0	1027	1027	1027
Sat Sep 24 23:29:13 2022	1664051353	0	1027	1027	990
Sat Sep 24 23:29:01 2022	1664051341	0	1027	1027	1017
Sat Sep 24 23:29:08 2022	1664051348	0	1027	1028	1025
Sat Sep 24 23:29:12 2022	1664051352	0	1028	1028	1027
Sat Sep 24 23:29:04 2022	1664051344	0	1028	1028	1027
Sat Sep 24 23:29:10 2022	1664051350	0	1028	1028	1027
Sat Sep 24 23:29:04 2022	1664051344	0	1028	1028	1027
Sat Sep 24 23:29:10 2022	1664051350	1	1028	1029	1027
Sat Sep 24 23:28:59 2022	1664051339	0	1029	1029	1027
Sat Sep 24 23:29:10 2022	1664051350	0	1029	1029	1029
Sat Sep 24 23:29:08 2022	1664051348	0	1029	1029	1029
Sat Sep 24 23:29:01 2022	1664051341	0	1029	1030	973
Sat Sep 24 23:29:04 2022	1664051344	0	1030	1030	1027
Sat Sep 24 23:29:03 2022	1664051343	0	1030	1030	1029
Sat Sep 24 23:29:08 2022	1664051348	0	1030	1030	1029
Sat Sep 24 23:29:10 2022	1664051350	0	1031	1031	1031
Sat Sep 24 23:29:05 2022	1664051345	0	1032	1032	1031
Sat Sep 24 23:29:04 2022	1664051344	0	1032	1032	1031
Sat Sep 24 23:29:07 2022	1664051347	0	1032	1033	1025
Sat Sep 24 23:28:59 2022	1664051339	0	1033	1033	1017
Sat Sep 24 23:29:03 2022	1664051343	0	1033	1033	978
Sat Sep 24 23:28:59 2022	1664051339	0	1033	1033	1033
Sat Sep 24 23:29:04 2022	1664051344	0	1034	1034	1033
Sat Sep 24 23:29:06 2022	1664051346	0	1034	1034	1031
Sat Sep 24 23:29:10 2022	1664051350	1	1035	1035	1034
Sat Sep 24 23:29:12 2022	1664051352	0	1035	1035	1034
Sat Sep 24 23:29:10 2022	1664051350	0	1035	1035	1032
Sat Sep 24 23:29:03 2022	1664051343	0	1035	1035	1034
Sat Sep 24 23:29:12 2022	1664051352	0	1037	1037	1037
Sat Sep 24 23:29:08 2022	1664051348	0	1038	1038	822
Sat Sep 24 23:29:09 2022	1664051349	0	1039	1039	1029
Sat Sep 24 23:29:10 2022	1664051350	0	1040	1040	1039
Sat Sep 24 23:28:59 2022	1664051339	0	1040	1040	1039
Sat Sep 24 23:28:59 2022	1664051339	0	1040	1041	1040
Sat Sep 24 23:28:59 2022	1664051339	0	1040	1041	1038
Sat Sep 24 23:29:03 2022	1664051343	0	1042	1042	1041
Sat Sep 24 23:29:08 2022	1664051348	0	1042	1042	1040
Sat Sep 24 23:29:11 2022	1664051351	0	1042	1042	1041
Sat Sep 24 23:29:03 2022	1664051343	0	1042	1042	1041
Sat Sep 24 23:29:10 2022	1664051350	0	1042	1042	1042
Sat Sep 24 23:29:08 2022	1664051348	0	1042	1042	1042
Sat Sep 24 23:29:12 2022	1664051352	0	1044	1044	1042
Sat Sep 24 23:29:12 2022	1664051352	0	1044	1045	1042
Sat Sep 24 23:29:12 2022	1664051352	0	1045	1045	1044
Sat Sep 24 23:29:07 2022	1664051347	0	1046	1046	1045
Sat Sep 24 23:29:13 2022	1664051353	0	1047	1047	917
Sat Sep 24 23:29:08 2022	1664051348	0	1047	1047	1046
Sat Sep 24 23:29:05 2022	1664051345	0	1048	1048	1041
Sat Sep 24 23:29:12 2022	1664051352	0	1048	1048	1047
Sat Sep 24 23:29:03 2022	1664051343	0	1049	1049	1048
Sat Sep 24 23:29:10 2022	1664051350	0	1049	1049	1037
Sat Sep 24 23:29:13 2022	1664051353	0	1049	1050	1036
Sat Sep 24 23:29:00 2022	1664051340	0	1052	1052	1051
Sat Sep 24 23:29:13 2022	1664051353	0	1052	1052	1051
Sat Sep 24 23:29:08 2022	1664051348	0	1052	1052	1051
Sat Sep 24 23:29:06 2022	1664051346	0	1053	1053	1045
Sat Sep 24 23:29:08 2022	1664051348	0	1053	1053	1045
Sat Sep 24 23:29:03 2022	1664051343	0	1053	1053	1052
Sat Sep 24 23:29:03 2022	1664051343	0	1055	1055	1027
Sat Sep 24 23:29:13 2022	1664051353	0	1055	1055	1055
Sat Sep 24 23:29:12 2022	1664051352	0	1055	1055	1055
Sat Sep 24 23:29:12 2022	1664051352	0	1057	1057	1056
Sat Sep 24 23:29:06 2022	1664051346	0	1058	1058	1056
Sat Sep 24 23:29:06 2022	1664051346	0	1059	1059	1058
Sat Sep 24 23:29:10 2022	1664051350	1	1059	1059	1057
Sat Sep 24 23:29:11 2022	1664051351	0	1060	1060	1057
Sat Sep 24 23:28:58 2022	1664051338	0	1060	1060	1059
Sat Sep 24 23:29:03 2022	1664051343	0	1060	1060	1056
Sat Sep 24 23:29:03 2022	1664051343	0	1061	1061	1060
Sat Sep 24 23:29:13 2022	1664051353	0	1062	1062	1060
Sat Sep 24 23:29:10 2022	1664051350	0	1062	1062	1061
Sat Sep 24 23:29:05 2022	1664051345	0	1063	1063	956
Sat Sep 24 23:29:10 2022	1664051350	0	1062	1063	1062
Sat Sep 24 23:29:12 2022	1664051352	0	1063	1063	1062
Sat Sep 24 23:29:01 2022	1664051341	0	1063	1063	1062
Sat Sep 24 23:29:05 2022	1664051345	0	1064	1064	1061
Sat Sep 24 23:29:03 2022	1664051343	0	1064	1065	1062
Sat Sep 24 23:28:59 2022	1664051339	0	1065	1065	1061
Sat Sep 24 23:29:03 2022	1664051343	0	1065	1065	1064
Sat Sep 24 23:29:08 2022	1664051348	0	1065	1066	1062
Sat Sep 24 23:29:07 2022	1664051347	0	1066	1066	1065
Sat Sep 24 23:29:12 2022	1664051352	0	1066	1066	1065
Sat Sep 24 23:29:12 2022	1664051352	0	1066	1067	1066
Sat Sep 24 23:29:11 2022	1664051351	0	1067	1067	1066
Sat Sep 24 23:29:10 2022	1664051350	0	1067	1067	1067
Sat Sep 24 23:29:06 2022	1664051346	0	1068	1068	1065
Sat Sep 24 23:29:10 2022	1664051350	0	1068	1068	1066
Sat Sep 24 23:29:12 2022	1664051352	0	1070	1070	1069
Sat Sep 24 23:29:12 2022	1664051352	0	1070	1070	1067
Sat Sep 24 23:29:13 2022	1664051353	0	1070	1071	993
Sat Sep 24 23:28:58 2022	1664051338	0	1072	1072	1068
Sat Sep 24 23:28:59 2022	1664051339	0	1072	1072	1072
Sat Sep 24 23:29:10 2022	1664051350	1	1072	1072	1070
Sat Sep 24 23:29:12 2022	1664051352	0	1072	1072	1072
Sat Sep 24 23:29:11 2022	1664051351	0	1073	1073	1070
Sat Sep 24 23:29:03 2022	1664051343	0	1073	1074	1073
Sat Sep 24 23:29:12 2022	1664051352	0	1075	1075	1074
Sat Sep 24 23:29:09 2022	1664051349	0	1075	1075	668
Sat Sep 24 23:29:12 2022	1664051352	0	1076	1076	1075
Sat Sep 24 23:29:08 2022	1664051348	0	1077	1078	1077
Sat Sep 24 23:28:59 2022	1664051339	0	1078	1078	1076
Sat Sep 24 23:29:12 2022	1664051352	0	1078	1078	1012
Sat Sep 24 23:29:05 2022	1664051345	0	1078	1078	1078
Sat Sep 24 23:29:08 2022	1664051348	0	1080	1080	1078
Sat Sep 24 23:29:03 2022	1664051343	0	1080	1080	1080
Sat Sep 24 23:29:12 2022	1664051352	0	1081	1081	1080
Sat Sep 24 23:29:12 2022	1664051352	0	1081	1081	1081
Sat Sep 24 23:29:01 2022	1664051341	1	1081	1082	1080
Sat Sep 24 23:29:02 2022	1664051342	0	1082	1082	1075
Sat Sep 24 23:29:05 2022	1664051345	0	1082	1082	1081
Sat Sep 24 23:29:11 2022	1664051351	0	1082	1082	1082
Sat Sep 24 23:29:01 2022	1664051341	0	1084	1084	1083
Sat Sep 24 23:29:09 2022	1664051349	0	1085	1085	1084
Sat Sep 24 23:29:07 2022	1664051347	0	1086	1086	1060
Sat Sep 24 23:29:12 2022	1664051352	0	1086	1086	1085
Sat Sep 24 23:29:06 2022	1664051346	0	1086	1087	1086
Sat Sep 24 23:29:09 2022	1664051349	0	1087	1087	1086
Sat Sep 24 23:29:06 2022	1664051346	0	1087	1087	1086
Sat Sep 24 23:29:06 2022	1664051346	0	1088	1088	1088
Sat Sep 24 23:29:03 2022	1664051343	0	1089	1089	1088
Sat Sep 24 23:29:08 2022	1664051348	0	1089	1089	1088
Sat Sep 24 23:28:59 2022	1664051339	0	1090	1090	1090
Sat Sep 24 23:29:05 2022	1664051345	0	1090	1090	1089
Sat Sep 24 23:29:13 2022	1664051353	0	1090	1090	1089
Sat Sep 24 23:29:03 2022	1664051343	0	1091	1091	1090
Sat Sep 24 23:28:59 2022	1664051339	0	1091	1091	1090
Sat Sep 24 23:29:05 2022	1664051345	0	1092	1092	1091
Sat Sep 24 23:28:59 2022	1664051339	0	1092	1092	1091
Sat Sep 24 23:29:09 2022	1664051349	0	1094	1094	1086
Sat Sep 24 23:29:06 2022	1664051346	0	1094	1094	1093
Sat Sep 24 23:29:13 2022	1664051353	0	1095	1095	1055
Sat Sep 24 23:29:02 2022	1664051342	0	1096	1096	1094
Sat Sep 24 23:29:04 2022	1664051344	1	1097	1097	1091
Sat Sep 24 23:29:10 2022	1664051350	0	1097	1097	1096
Sat Sep 24 23:29:12 2022	1664051352	0	1098	1098	1098
Sat Sep 24 23:29:11 2022	1664051351	0	1099	1099	1097
Sat Sep 24 23:29:05 2022	1664051345	0	1100	1100	1096
Sat Sep 24 23:29:05 2022	1664051345	0	1101	1101	1099
Sat Sep 24 23:29:10 2022	1664051350	0	1101	1101	1100
Sat Sep 24 23:28:59 2022	1664051339	0	1101	1101	1100
Sat Sep 24 23:29:10 2022	1664051350	0	1101	1101	1100
Sat Sep 24 23:29:05 2022	1664051345	0	1102	1102	1089
Sat Sep 24 23:29:12 2022	1664051352	0	1102	1102	1101
Sat Sep 24 23:29:10 2022	1664051350	0	1104	1104	1104
Sat Sep 24 23:29:04 2022	1664051344	0	1106	1106	1106
Sat Sep 24 23:29:13 2022	1664051353	0	1108	1108	1107
Sat Sep 24 23:29:09 2022	1664051349	0	1108	1108	1107
Sat Sep 24 23:29:02 2022	1664051342	0	1108	1108	1106
Sat Sep 24 23:29:11 2022	1664051351	0	1108	1108	1107
Sat Sep 24 23:29:05 2022	1664051345	0	1109	1109	1109
Sat Sep 24 23:29:04 2022	1664051344	0	1110	1110	1100
Sat Sep 24 23:29:12 2022	1664051352	0	1110	1110	1109
Sat Sep 24 23:29:07 2022	1664051347	0	1111	1111	1110
Sat Sep 24 23:29:08 2022	1664051348	0	1111	1111	1103
Sat Sep 24 23:29:01 2022	1664051341	0	1112	1112	1111
Sat Sep 24 23:29:10 2022	1664051350	0	1113	1113	1111
Sat Sep 24 23:29:13 2022	1664051353	0	1114	1114	1112
Sat Sep 24 23:29:03 2022	1664051343	0	1115	1115	1112
Sat Sep 24 23:29:05 2022	1664051345	0	1116	1116	1108
Sat Sep 24 23:29:12 2022	1664051352	0	1116	1116	1115
Sat Sep 24 23:29:08 2022	1664051348	0	1116	1116	1114
Sat Sep 24 23:29:09 2022	1664051349	0	1116	1116	1115
Sat Sep 24 23:29:13 2022	1664051353	0	1116	1116	1116
Sat Sep 24 23:29:07 2022	1664051347	0	1116	1116	847
Sat Sep 24 23:29:09 2022	1664051349	0	1117	1117	1117
Sat Sep 24 23:28:59 2022	1664051339	0	1118	1118	1117
Sat Sep 24 23:29:01 2022	1664051341	0	1118	1119	976
Sat Sep 24 23:28:59 2022	1664051339	0	1119	1119	1118
Sat Sep 24 23:29:10 2022	1664051350	0	1120	1120	1116
Sat Sep 24 23:29:12 2022	1664051352	0	1121	1121	1120
Sat Sep 24 23:29:10 2022	1664051350	1	1120	1121	1113
Sat Sep 24 23:29:10 2022	1664051350	0	1121	1121	1121
Sat Sep 24 23:29:10 2022	1664051350	0	1121	1122	1121
Sat Sep 24 23:29:04 2022	1664051344	0	1122	1122	1121
Sat Sep 24 23:29:10 2022	1664051350	0	1122	1122	1121
Sat Sep 24 23:29:09 2022	1664051349	0	1123	1123	1106
Sat Sep 24 23:28:59 2022	1664051339	0	1125	1125	1124
Sat Sep 24 23:29:08 2022	1664051348	0	1125	1125	1125
Sat Sep 24 23:29:13 2022	1664051353	0	1126	1126	1110
Sat Sep 24 23:29:10 2022	1664051350	0	1127	1127	1126
Sat Sep 24 23:29:05 2022	1664051345	0	1128	1128	1127
Sat Sep 24 23:29:08 2022	1664051348	0	1129	1129	1128
Sat Sep 24 23:29:04 2022	1664051344	1	1130	1131	1124
Sat Sep 24 23:29:02 2022	1664051342	0	1132	1132	1131
Sat Sep 24 23:29:03 2022	1664051343	0	1133	1133	1081
Sat Sep 24 23:29:09 2022	1664051349	0	1133	1133	1132
Sat Sep 24 23:29:13 2022	1664051353	0	1133	1133	979
Sat Sep 24 23:29:05 2022	1664051345	0	1135	1135	1134
Sat Sep 24 23:29:03 2022	1664051343	0	1135	1135	1134
Sat Sep 24 23:29:10 2022	1664051350	0	1136	1136	1135
Sat Sep 24 23:29:11 2022	1664051351	0	1136	1136	1135
Sat Sep 24 23:29:11 2022	1664051351	0	1137	1137	1136
Sat Sep 24 23:29:10 2022	1664051350	0	1137	1137	1136
Sat Sep 24 23:28:58 2022	1664051338	0	1137	1137	744
Sat Sep 24 23:29:04 2022	1664051344	0	1138	1138	1113
Sat Sep 24 23:29:13 2022	1664051353	0	1138	1138	1080
Sat Sep 24 23:29:09 2022	1664051349	0	1139	1139	1135
Sat Sep 24 23:29:10 2022	1664051350	0	1140	1140	1139
Sat Sep 24 23:29:07 2022	1664051347	0	1140	1140	1134
Sat Sep 24 23:29:09 2022	1664051349	0	1141	1141	1140
Sat Sep 24 23:29:03 2022	1664051343	0	1141	1141	1137
Sat Sep 24 23:29:11 2022	1664051351	0	1142	1142	1142
Sat Sep 24 23:29:06 2022	1664051346	0	1142	1143	1140
Sat Sep 24 23:29:04 2022	1664051344	0	1144	1144	1143
Sat Sep 24 23:28:59 2022	1664051339	0	1146	1146	1145
Sat Sep 24 23:29:07 2022	1664051347	0	1147	1148	1145
Sat Sep 24 23:29:08 2022	1664051348	0	1149	1149	922
Sat Sep 24 23:29:08 2022	1664051348	0	1152	1152	1151
Sat Sep 24 23:29:10 2022	1664051350	0	1152	1152	1150
Sat Sep 24 23:28:58 2022	1664051338	0	1153	1153	1122
Sat Sep 24 23:29:06 2022	1664051346	0	1153	1153	1151
Sat Sep 24 23:29:07 2022	1664051347	0	1154	1154	1147
Sat Sep 24 23:29:11 2022	1664051351	0	1155	1155	1153
Sat Sep 24 23:29:02 2022	1664051342	0	1156	1156	1155
Sat Sep 24 23:29:07 2022	1664051347	0	1156	1156	1109
Sat Sep 24 23:29:10 2022	1664051350	0	1157	1157	1156
Sat Sep 24 23:29:06 2022	1664051346	0	1157	1157	1156
Sat Sep 24 23:29:07 2022	1664051347	0	1158	1159	1157
Sat Sep 24 23:29:10 2022	1664051350	0	1160	1160	1107
Sat Sep 24 23:29:03 2022	1664051343	0	1160	1160	1055
Sat Sep 24 23:28:59 2022	1664051339	0	1161	1161	1068
Sat Sep 24 23:29:05 2022	1664051345	0	1161	1162	1160
Sat Sep 24 23:29:05 2022	1664051345	0	1162	1162	1161
Sat Sep 24 23:29:12 2022	1664051352	1	1161	1162	1160
Sat Sep 24 23:29:07 2022	1664051347	0	1162	1162	1155
Sat Sep 24 23:29:03 2022	1664051343	0	1163	1163	1162
Sat Sep 24 23:29:09 2022	1664051349	0	1164	1164	1159
Sat Sep 24 23:29:10 2022	1664051350	0	1165	1165	1164
Sat Sep 24 23:29:03 2022	1664051343	0	1167	1167	1165
Sat Sep 24 23:29:03 2022	1664051343	0	1167	1168	1166
Sat Sep 24 23:28:59 2022	1664051339	0	1168	1168	1163
Sat Sep 24 23:29:09 2022	1664051349	0	1169	1169	791
Sat Sep 24 23:29:05 2022	1664051345	0	1169	1169	1168
Sat Sep 24 23:29:12 2022	1664051352	0	1169	1169	1168
Sat Sep 24 23:29:13 2022	1664051353	0	1170	1170	1142
Sat Sep 24 23:29:09 2022	1664051349	0	1170	1170	674
Sat Sep 24 23:29:10 2022	1664051350	0	1170	1170	1170
Sat Sep 24 23:29:09 2022	1664051349	0	1171	1171	876
Sat Sep 24 23:29:13 2022	1664051353	0	1171	1171	1170
Sat Sep 24 23:29:03 2022	1664051343	0	1175	1175	1175
Sat Sep 24 23:29:05 2022	1664051345	0	1176	1176	1175
Sat Sep 24 23:29:09 2022	1664051349	0	1176	1176	1175
Sat Sep 24 23:29:03 2022	1664051343	0	1177	1177	1177
Sat Sep 24 23:29:09 2022	1664051349	0	1178	1178	1164
Sat Sep 24 23:28:59 2022	1664051339	0	1178	1178	1177
Sat Sep 24 23:29:10 2022	1664051350	0	1178	1179	1175
Sat Sep 24 23:29:11 2022	1664051351	0	1179	1179	1178
Sat Sep 24 23:29:04 2022	1664051344	0	1182	1182	1181
Sat Sep 24 23:28:59 2022	1664051339	0	1184	1184	904
Sat Sep 24 23:29:03 2022	1664051343	0	1184	1184	1002
Sat Sep 24 23:29:11 2022	1664051351	0	1184	1184	1182
Sat Sep 24 23:29:12 2022	1664051352	0	1185	1185	1184
Sat Sep 24 23:29:04 2022	1664051344	0	1185	1185	1183
Sat Sep 24 23:29:10 2022	1664051350	1	1187	1188	1183
Sat Sep 24 23:29:10 2022	1664051350	0	1188	1188	1187
Sat Sep 24 23:28:59 2022	1664051339	0	1190	1190	1012
Sat Sep 24 23:29:07 2022	1664051347	0	1191	1191	1184
Sat Sep 24 23:29:07 2022	1664051347	0	1193	1193	1186
Sat Sep 24 23:29:08 2022	1664051348	0	1194	1194	1187
Sat Sep 24 23:29:03 2022	1664051343	0	1194	1194	1193
Sat Sep 24 23:29:09 2022	1664051349	0	1194	1194	798
Sat Sep 24 23:29:03 2022	1664051343	0	1194	1195	1193
